kategori_produk,review,family_template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,nama_produk_normalized,split_grouped,has_box_dimension,has_roll_dimension,has_yard_dimension
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.372758,0,0.0,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train,0,0,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.845368,0,0.0,0.0,0.0,50.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.779587,0,0.0,0.0,0.0,29.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Perekat,4.0,double_tape,pe foam,yatta,lainnya,foam,lainnya,10.333936,0,0.0,38.48,0.0,0.0,10.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,39,9,double tape foam yatta 36 mm x 10 meter,train,0,0,0
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.329488,0,0.0,0.0,0.0,26.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 25 cm x 35 cm,train,0,0,0
Pengikat,3.0,tali_rafia,lainnya,lainnya,biru,lainnya,lainnya,10.323149,0,0.906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,4,tali rafia biru 1kg,train,0,0,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.895424,0,0.0,3.72,0.0,130.08,255.27,0.0,0.0,0.0,0.0,0.0,127.71,230.6,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train,0,1,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,kuning,lainnya,lainnya,13.490029,0,48.983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia kuning 50kg,train,0,0,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.250911,0,0.0,0.0,0.0,42.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,5,kantong plastik laundry pp 45cmx65cm,train,0,0,0
Perlengkapan Rumah,2.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.529903,0,0.0,0.0,0.0,48.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.247178,0,0.0,0.0,0.0,29.02,170.59,0.0,0.0,0.0,0.0,0.0,30.22,183.92,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 175 meter,train,0,1,0
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.079113,0,0.0,0.0,0.0,15.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train,0,0,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.940834,0,0.0,0.0,0.0,28.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train,0,0,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.283097,0,0.0,105.09,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,42,9,sticker thermal 100 mm x 100 mm 300 lembar,train,0,0,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.328439,0,0.0,0.0,0.0,69.58,0.0,0.0,63.02,36.04,31.05,11.163695,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 65 cm x 35 cm x 30 cm bflute,train,1,0,0
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,10.947937,0,2.704,0.0,0.0,31.49,23.63,0.0,0.0,0.0,0.0,0.0,31.42,26.56,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,train,0,1,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.360303,0,0.0,0.0,0.0,47.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.433776,0,2.311,0.0,0.0,128.69,47.7,0.0,0.0,0.0,0.0,0.0,131.99,51.54,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 2.2kg 125 cm x 50 meter,train,0,1,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.673332,0,0.0,0.0,0.0,49.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Perekat,3.5,lakban,lakban,deli,merah,lainnya,lainnya,9.511388,0,0.0,48.49,0.0,0.0,0.0,125.14,0.0,0.0,0.0,0.0,0.0,0.0,44.89,117.2,0,0,0,0,1,34,8,lakban deli merah 45 mm x 120 yard,train,0,0,1
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.640158,0,0.0,0.0,0.0,9.26,243.33,0.0,0.0,0.0,0.0,0.0,9.7,266.28,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 250 meter,train,0,1,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.419381,0,0.0,0.0,0.0,9.89,164.07,0.0,0.0,0.0,0.0,0.0,9.88,188.6,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 175 meter,train,0,1,0
Kemasan Pengiriman,4.0,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.312067,0,0.0,0.0,0.0,38.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 40 cm x 55 cm,train,0,0,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.016904,0,0.0,0.0,0.0,31.74,0.0,0.0,31.61,28.12,8.8,8.964834,0.0,0.0,0.0,0.0,0,0,0,1,2,38,8,kardus packing 34cm x 30cm x 9cm kraft,train,1,0,0
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.018233,0,2.835,0.0,0.0,31.77,26.52,0.0,0.0,0.0,0.0,0.0,31.93,26.93,0.0,0.0,0,0,0,0,1,46,8,bubble wrap sanpack hitam 3.0kg 30 cmx25 meter,train,0,1,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.58208,0,0.0,2.11,0.0,118.59,265.14,0.0,0.0,0.0,0.0,0.0,123.49,257.13,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.091864,0,0.0,0.0,0.0,29.19,0.0,0.0,31.1,19.35,27.73,9.722475,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 30 cm x 20 cm x 30 cm cflute,train,1,0,0
Peralatan Industri,4.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.411098,0,0.0,0.0,0.0,28.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.576487,0,0.0,0.0,0.0,47.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,22,5,plastik hd 45 cmx50 cm,train,0,0,0
Perekat,3.5,lakban,lakban,hiro,merah,lainnya,lainnya,9.378096,0,0.0,51.07,0.0,0.0,0.0,97.11,0.0,0.0,0.0,0.0,0.0,0.0,45.83,93.07,0,0,0,0,1,34,8,lakban hiro merah 48 mm x 100 yard,train,0,0,1
Kardus Kemasan,4.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.699734,0,0.0,0.0,0.0,33.23,0.0,0.0,32.16,20.26,9.57,8.738166,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 19 cm x 9 cm bflute,train,1,0,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.393391,0,2.292,0.0,0.0,63.33,103.74,0.0,0.0,0.0,0.0,0.0,56.9,107.48,0.0,0.0,0,0,0,0,1,46,10,bubble wrap gmp bening 2.4kg 60 cm x 100 meter,train,0,1,0
Perlengkapan Pengemasan,4.0,karung,plastik,lainnya,lainnya,lainnya,lainnya,11.151299,0,0.0,0.0,0.0,110.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,karung plastik jumbo 110 cm x 180 cm,train,0,0,0
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.478024,0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 30 cm x 40 cm,train,0,0,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.377779,0,0.0,0.0,0.0,31.18,232.8,0.0,0.0,0.0,0.0,0.0,27.8,234.48,0.0,0.0,0,0,0,0,1,29,4,wrapping hitam 30cmx250 meter,train,0,1,0
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.395627,0,0.0,0.0,0.0,37.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 35 cm x 50 cm,train,0,0,0
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,10.929936,0,3.135,0.0,0.0,29.56,25.53,0.0,0.0,0.0,0.0,0.0,31.33,26.2,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,train,0,1,0
Perlengkapan Rumah,4.0,trash_bag,plastik,lainnya,lainnya,pe,lainnya,10.875185,0,0.0,0.0,0.0,119.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,9,plastik sampah jumbo pe 120 cm x 180 cm,train,0,0,0
Perlengkapan Rumah,3.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,7.856292,0,0.0,0.0,0.0,15.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train,0,0,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.510191,0,3.201,0.0,0.0,57.02,49.76,0.0,0.0,0.0,0.0,0.0,63.84,53.14,0.0,0.0,0,0,0,0,1,46,10,bubble wrap upack hitam 3.2kg 60 cm x 50 meter,train,0,1,0
Perekat,4.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.095623,0,0.0,46.62,0.0,0.0,0.0,77.01,0.0,0.0,0.0,0.0,0.0,0.0,49.28,77.91,0,0,0,0,1,33,8,lakban yatta biru 48 mm x 75 yard,train,0,0,1
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.276008,0,0.0,0.0,0.0,57.48,0.0,0.0,58.47,34.21,28.12,10.937531,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 55 cm x 35 cm x 30 cm bflute,train,1,0,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,non brand,hitam,lainnya,lainnya,11.362815,1,2.533,0.0,0.0,64.37,102.44,0.0,0.0,0.0,0.0,0.0,56.63,104.62,0.0,0.0,0,0,0,0,1,51,11,bubble wrap non brand hitam 2.4kg 60 cm x 100 meter,train,0,1,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.276906,0,2.155,0.0,0.0,121.11,50.82,0.0,0.0,0.0,0.0,0.0,131.4,51.96,0.0,0.0,0,0,0,0,1,48,10,bubble wrap upack bening 2.2kg 125 cm x 50 meter,train,0,1,0
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.532075,0,0.0,0.0,0.0,53.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train,0,0,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.585332,0,0.0,1.87,0.0,126.31,230.79,0.0,0.0,0.0,0.0,0.0,121.25,237.51,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train,0,1,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.81636,0,0.0,0.0,0.0,47.19,0.0,0.0,44.64,26.84,15.29,9.815777,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 45 cm x 25 cm x 15 cm kraft,train,1,0,0
Perekat,3.5,lakban,lakban,yatta,bening,lainnya,lainnya,9.082926,0,0.0,44.51,0.0,0.0,0.0,68.07,0.0,0.0,0.0,0.0,0.0,0.0,45.04,63.05,0,0,0,0,1,35,8,lakban yatta bening 45 mm x 65 yard,train,0,0,1
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.528215,0,0.0,0.0,0.0,47.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.074678,0,0.0,5.11,0.0,128.69,258.56,0.0,0.0,0.0,0.0,0.0,130.54,255.75,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train,0,1,0
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.482493,0,0.0,0.0,0.0,32.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train,0,0,0
Perekat,3.5,lakban,lakban,joyko,biru,lainnya,lainnya,9.437796,0,0.0,44.35,0.0,0.0,0.0,111.13,0.0,0.0,0.0,0.0,0.0,0.0,43.36,121.22,0,0,0,0,1,34,8,lakban joyko biru 45 mm x 120 yard,train,0,0,1
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.566798,0,0.0,81.69,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,43,10,thermal unboxing 80 mm x 80 mm x 500 lembar,train,0,0,0
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,sanpack,bening,lainnya,lainnya,11.373927,0,2.366,0.0,0.0,31.24,94.49,0.0,0.0,0.0,0.0,0.0,28.73,99.76,0.0,0.0,0,0,0,0,1,50,10,bubble wrap sanpack bening 2.2kg 30 cm x 100 meter,train,0,1,0
Perekat,4.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.117482,0,0.0,45.5,0.0,0.0,0.0,72.48,0.0,0.0,0.0,0.0,0.0,0.0,46.6,70.52,0,0,0,0,1,33,8,lakban yatta biru 48 mm x 75 yard,train,0,0,1
Peralatan Industri,2.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.397312,0,0.0,0.0,0.0,51.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train,0,0,0
Perekat,4.0,lakban,lakban,yatta,merah,lainnya,lainnya,9.516436,0,0.0,45.69,0.0,0.0,0.0,120.15,0.0,0.0,0.0,0.0,0.0,0.0,44.0,124.61,0,0,0,0,1,52,10,lakban fresh vegetables merah yatta 45 mm x 120 yard,train,0,0,1
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.365137,0,0.0,0.0,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train,0,0,0
Perlengkapan Rumah,4.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,7.853737,0,0.0,0.0,0.0,19.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 20 cm x 40 cm,train,0,0,0
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.883772,0,0.0,0.0,0.0,33.6,0.0,0.0,32.66,18.88,9.1,8.632707,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 19 cm x 9 cm bflute,train,1,0,0
Perlengkapan Pengemasan,3.5,karung,karung,lainnya,lainnya,lainnya,lainnya,9.782363,0,0.0,0.0,0.0,104.36,9.87,0.0,0.0,0.0,0.0,0.0,106.24,10.29,0.0,0.0,0,0,0,0,1,39,8,karung bagor lembaran 100 cm x 10 meter,train,0,1,0
Peralatan Industri,2.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.328499,0,0.0,0.0,0.0,30.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.078681,0,0.0,4.04,0.0,122.98,267.37,0.0,0.0,0.0,0.0,0.0,127.93,239.28,0.0,0.0,0,0,1,0,2,28,5,pe foam 125cmx250 meterx4 mm,train,0,1,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.788008,0,0.0,0.0,0.0,35.27,0.0,0.0,32.64,28.66,9.0,9.038384,0.0,0.0,0.0,0.0,0,0,0,1,2,41,11,kardus packing 34 cm x 30 cm x 9 cm kraft,train,1,0,0
Peralatan Industri,2.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.115861,0,0.0,0.0,0.0,23.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 25 cm x 40 cm,train,0,0,0
Perekat,4.5,lakban,lakban,sanpack,bening,lainnya,lainnya,9.279682,0,0.0,46.22,0.0,0.0,0.0,79.58,0.0,0.0,0.0,0.0,0.0,0.0,49.59,73.17,0,0,0,0,1,45,9,lakban fragile bening sanpack 48 mm x 75 yard,train,0,0,1
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.761737,0,0.0,0.0,0.0,50.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.722583,0,0.0,63.26,922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,7,sticker thermal 60 mmx40 mm 1000 lembar,train,0,0,0
Perekat,3.5,double_tape,pe foam,yatta,lainnya,foam,lainnya,10.715928,0,0.0,48.56,0.0,0.0,14.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,37,7,double tape foam yatta 48 mmx15 meter,train,0,0,0
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,10.905418,0,2.093,0.0,0.0,131.48,23.56,0.0,0.0,0.0,0.0,0.0,115.85,23.73,0.0,0.0,0,0,0,0,1,47,8,bubble wrap sanpack hitam 2.2kg 125 cmx25 meter,train,0,1,0
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.369655,0,0.0,0.0,0.0,39.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 40 cm x 55 cm,train,0,0,0
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.897656,0,0.0,3.24,0.0,134.87,255.16,0.0,0.0,0.0,0.0,0.0,124.84,250.74,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train,0,1,0
Peralatan Industri,2.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.833858,0,0.0,0.0,0.0,27.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Peralatan Industri,4.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.061816,0,0.0,0.0,0.0,42.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 45 cm x 50 cm,train,0,0,0
Perekat,3.5,lakban,lakban,deli,biru,lainnya,lainnya,9.306473,0,0.0,47.85,0.0,0.0,0.0,90.12,0.0,0.0,0.0,0.0,0.0,0.0,42.82,90.77,0,0,0,0,1,32,8,lakban deli biru 45 mm x 90 yard,train,0,0,1
Pengikat,3.0,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,9.709884,0,0.986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hijau 1kg,train,0,0,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.262918,0,0.0,93.18,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train,0,0,0
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.072681,0,0.0,4.83,0.0,127.23,251.18,0.0,0.0,0.0,0.0,0.0,133.27,267.28,0.0,0.0,0,0,1,0,2,29,6,pe foam 125 cmx250 meterx5 mm,train,0,1,0
Pengikat,3.0,tali_rafia,lainnya,lainnya,biru,lainnya,lainnya,9.511235,0,0.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,19,4,tali rafia biru 1kg,train,0,0,0
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.465547,0,0.0,0.0,0.0,9.92,215.84,0.0,0.0,0.0,0.0,0.0,10.52,206.62,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 10 cm x 200 meter,train,0,1,0
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.81798,0,0.0,2.93,0.0,125.66,261.97,0.0,0.0,0.0,0.0,0.0,120.73,269.12,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train,0,1,0
Perlengkapan Pengemasan,4.0,karung,plastik,lainnya,lainnya,lainnya,lainnya,11.080039,0,0.0,0.0,0.0,116.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,karung plastik jumbo 110 cm x 180 cm,train,0,0,0
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.412826,0,0.0,0.0,0.0,27.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 30 cm x 40 cm,train,0,0,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.498558,0,0.0,0.0,0.0,35.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train,0,0,0
Peralatan Industri,2.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,9.03385,0,0.0,0.0,0.0,30.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.201473,0,0.0,0.0,0.0,31.99,153.17,0.0,0.0,0.0,0.0,0.0,30.34,154.09,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 150 meter,train,0,1,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.490338,0,3.156,0.0,0.0,28.62,92.67,0.0,0.0,0.0,0.0,0.0,30.5,98.76,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 3.2kg 30 cm x 100 meter,train,0,1,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.515959,0,0.0,0.0,0.0,47.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Kardus Kemasan,2.5,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.303786,0,0.0,0.0,0.0,21.58,0.0,0.0,18.69,20.3,19.89,8.928959,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 20 cm x 20 cm x 20 cm kraft,train,1,0,0
Kardus Kemasan,5.0,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.012561,0,0.0,0.0,0.0,47.83,0.0,0.0,52.26,35.27,25.34,10.75167,0.0,0.0,0.0,0.0,0,1,0,0,2,40,8,kardus packing 50cm x 35cm x 25cm cflute,train,1,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,11.124591,0,2.912,0.0,0.0,29.69,23.34,0.0,0.0,0.0,0.0,0.0,30.93,23.38,0.0,0.0,0,0,0,0,1,44,10,bubble wrap gmp hitam 3.0kg 30 cm x 25 meter,train,0,1,0
