nama_produk_normalized,review_mean,review_std,review_count,review_min,review_max,log_harga_mean,log_harga_median,berat_kg_mean,berat_kg_median,tebal_mm_mean,tebal_mm_median,jumlah_lembar_mean,jumlah_lembar_median,ukuran_cm_mean,ukuran_cm_median,panjang_meter_mean,panjang_meter_median,yard_mean,yard_median,box_panjang_cm_mean,box_panjang_cm_median,box_lebar_cm_mean,box_lebar_cm_median,box_tinggi_cm_mean,box_tinggi_cm_median,log_volume_box_cm3_mean,log_volume_box_cm3_median,lebar_cm_roll_mean,lebar_cm_roll_median,panjang_meter_roll_mean,panjang_meter_roll_median,lebar_pair_yard_mean,lebar_pair_yard_median,panjang_yard_pair_mean,panjang_yard_pair_median,jumlah_dimensi_x_mean,jumlah_dimensi_x_median,panjang_nama_mean,panjang_nama_median,jumlah_token_mean,jumlah_token_median,kategori_produk,jenis_produk,merek,warna,material,bentuk_kemasan,family_template,few_reviews_flag
kardus singleface 200 cm x 25kg,3.5,0.0,1,3.5,3.5,11.90497430948018,11.90497430948018,25.0,25.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,31.0,6.0,6.0,Kardus Kemasan,kardus,lainnya,lainnya,lainnya,lainnya,kardus,1
kardus singleface 200 cmx15kg,3.0,0.0,1,3.0,3.0,11.777609,11.777609,15.326,15.326,0.0,0.0,0.0,0.0,199.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,29.0,4.0,4.0,Kardus Kemasan,kardus,lainnya,lainnya,lainnya,lainnya,kardus,1
kardus singleface 80 cm x 10kg,3.2,0.447213595499958,5,3.0,4.0,11.19357954186492,11.190699,10.208,10.0,0.0,0.0,0.0,0.0,80.288,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,6.0,6.0,Kardus Kemasan,kardus,lainnya,lainnya,lainnya,lainnya,kardus,0
kardus singleface 80 cm x 15kg,3.8333333333333335,0.25,9,3.5,4.0,11.223899721539517,11.215779,14.65611111111111,15.0,0.0,0.0,0.0,0.0,77.02555555555556,76.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,6.0,6.0,Kardus Kemasan,kardus,lainnya,lainnya,lainnya,lainnya,kardus,0
kardus singleface 80 cm x 20kg,3.0,0.0,1,3.0,3.0,11.296024885689746,11.296024885689746,20.0,20.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,6.0,6.0,Kardus Kemasan,kardus,lainnya,lainnya,lainnya,lainnya,kardus,1
kardus singleface 80 cm x 25kg,3.0,0.0,1,3.0,3.0,11.552155793461898,11.552155793461898,25.0,25.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,30.0,30.0,6.0,6.0,Kardus Kemasan,kardus,lainnya,lainnya,lainnya,lainnya,kardus,1
kardus singleface 80cm x 10kg,3.0,0.0,2,3.0,3.0,11.1107815,11.1107815,9.7165,9.7165,0.0,0.0,0.0,0.0,82.49,82.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,29.0,5.0,5.0,Kardus Kemasan,kardus,lainnya,lainnya,lainnya,lainnya,kardus,1
karung bagor lembaran 100 cm x 10 meter,3.5588235294117645,0.4287464628562721,17,3.0,4.0,9.994390314572195,10.036743,0.0,0.0,0.0,0.0,0.0,0.0,100.16764705882352,100.0,9.964705882352941,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.17999999999999,100.91,10.036470588235295,10.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,0
karung bagor lembaran 100 cm x 20 meter,3.0,0.40824829046386296,4,2.5,3.5,10.282982960254435,10.367505298720666,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,0
karung bagor lembaran 100 cm x 30 meter,2.76,0.25495097567963926,25,2.5,3.0,10.642594212393558,10.574845,0.0,0.0,0.0,0.0,0.0,0.0,97.7248,97.81,29.8592,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.694,100.0,30.0916,30.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,0
karung bagor lembaran 100 cmx10 meter,3.5,0.0,2,3.5,3.5,9.841999000000001,9.841999000000001,0.0,0.0,0.0,0.0,0.0,0.0,96.57,96.57,9.67,9.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.245,97.245,9.785,9.785,0.0,0.0,0.0,0.0,1.0,1.0,37.0,37.0,6.0,6.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung bagor lembaran 100 cmx30 meter,3.0,0.0,2,3.0,3.0,10.473023,10.473023,0.0,0.0,0.0,0.0,0.0,0.0,104.77,104.77,29.84,29.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.995,100.995,29.505000000000003,29.505000000000003,0.0,0.0,0.0,0.0,1.0,1.0,37.0,37.0,6.0,6.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung bagor lembaran 100cm x 10 meter,3.5,0.7071067811865476,2,3.0,4.0,10.079202,10.079202,0.0,0.0,0.0,0.0,0.0,0.0,101.22999999999999,101.22999999999999,9.455,9.455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.745,103.745,10.04,10.04,0.0,0.0,0.0,0.0,1.0,1.0,38.0,38.0,7.0,7.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung bagor lembaran 100cm x 30 meter,2.5,0.0,1,2.5,2.5,10.723978,10.723978,0.0,0.0,0.0,0.0,0.0,0.0,105.95,105.95,32.22,32.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.38,92.38,28.16,28.16,0.0,0.0,0.0,0.0,1.0,1.0,38.0,38.0,7.0,7.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung bagor lembaran 100cmx30 meter,3.0,0.0,1,3.0,3.0,10.589682,10.589682,0.0,0.0,0.0,0.0,0.0,0.0,107.65,107.65,28.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.64,106.64,28.27,28.27,0.0,0.0,0.0,0.0,1.0,1.0,36.0,36.0,5.0,5.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung bagor lembaran 110 cm x 10 meter,2.75,0.3535533905932738,2,2.5,3.0,10.227729469742979,10.227729469742979,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung bagor lembaran 110 cm x 20 meter,3.1666666666666665,0.28867513459481287,3,3.0,3.5,10.59138276420302,10.5713425658087,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,20.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung bagor lembaran 110 cm x 30 meter,3.1666666666666665,0.5773502691896258,3,2.5,3.5,10.69608005184238,10.809748150372926,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,110.0,30.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung bagor lembaran 120 cm x 10 meter,2.875,0.25,4,2.5,3.0,10.155511208536863,10.292179440058462,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,10.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,0
karung bagor lembaran 120 cm x 20 meter,2.8,0.570087712549569,5,2.0,3.5,10.644369664501392,10.66897865021924,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,20.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,0
karung bagor lembaran 120 cm x 30 meter,3.0,0.5,3,2.5,3.5,10.746949345459589,10.809748150372926,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,30.0,30.0,0.0,0.0,0.0,0.0,1.0,1.0,39.0,39.0,8.0,8.0,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,karung,1
karung plastik jumbo 100 cm x 150 cm,3.1666666666666665,0.408248290463863,6,2.5,3.5,10.75368813903185,10.680274911929708,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,36.0,8.0,8.0,Perlengkapan Pengemasan,plastik,lainnya,lainnya,lainnya,lainnya,karung,0
karung plastik jumbo 110 cm x 180 cm,3.6578947368421053,0.2387834664704596,19,3.5,4.0,11.014073300782675,10.981898,0.0,0.0,0.0,0.0,0.0,0.0,109.58842105263157,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,36.0,8.0,8.0,Perlengkapan Pengemasan,plastik,lainnya,lainnya,lainnya,lainnya,karung,0
karung plastik jumbo 110 cmx180 cm,3.6666666666666665,0.2886751345948129,3,3.5,4.0,10.993909666666667,10.996584,0.0,0.0,0.0,0.0,0.0,0.0,114.70333333333333,114.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,34.0,6.0,6.0,Perlengkapan Pengemasan,plastik,lainnya,lainnya,lainnya,lainnya,karung,1
karung plastik jumbo 120 cm x 200 cm,3.2142857142857144,0.26726124191242445,7,3.0,3.5,11.13926224591629,11.141876276228,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,36.0,36.0,8.0,8.0,Perlengkapan Pengemasan,plastik,lainnya,lainnya,lainnya,lainnya,karung,0
karung plastik jumbo 90 cm x 120 cm,3.125,0.478713553878169,4,2.5,3.5,10.638938172868103,10.602716501328683,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,35.0,35.0,8.0,8.0,Perlengkapan Pengemasan,plastik,lainnya,lainnya,lainnya,lainnya,karung,0
lakban deli bening 45 mm x 50 yard,4.0,0.0,2,4.0,4.0,8.557307096886536,8.557307096886536,0.0,0.0,43.485,43.485,0.0,0.0,0.0,0.0,0.0,0.0,51.35,51.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.364999999999995,43.364999999999995,50.92,50.92,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,bening,lainnya,lainnya,lakban,1
lakban deli bening 45 mm x 65 yard,3.5,0.0,2,3.5,3.5,9.095899815186906,9.095899815186906,0.0,0.0,46.75,46.75,0.0,0.0,0.0,0.0,0.0,0.0,67.45,67.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.17,45.17,62.685,62.685,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,bening,lainnya,lainnya,lakban,1
lakban deli bening 45 mm x 80 yard,4.0,0.0,2,4.0,4.0,9.302862384852997,9.302862384852997,0.0,0.0,43.41,43.41,0.0,0.0,0.0,0.0,0.0,0.0,82.27000000000001,82.27000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.44,45.44,81.5,81.5,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,bening,lainnya,lainnya,lakban,1
lakban deli bening 48 mm x 70 yard,3.5,0.0,8,3.5,3.5,8.985761895858364,8.988494894915245,0.0,0.0,48.34,48.0,0.0,0.0,0.0,0.0,0.0,0.0,71.25,71.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.62375,48.405,68.83875,67.56,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,bening,lainnya,lainnya,lakban,0
lakban deli bening 48 mmx70 yard,3.5,0.0,1,3.5,3.5,8.995575,8.995575,0.0,0.0,52.22,52.22,0.0,0.0,0.0,0.0,0.0,0.0,73.42,73.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.65,49.65,71.71,71.71,1.0,1.0,32.0,32.0,6.0,6.0,Perekat,lakban,deli,bening,lainnya,lainnya,lakban,1
lakban deli biru 45 mm x 120 yard,3.0,0.0,1,3.0,3.0,9.39274525863144,9.39274525863144,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,120.0,120.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,1
lakban deli biru 45 mm x 50 yard,3.5,0.0,2,3.5,3.5,8.562014880493903,8.562014880493903,0.0,0.0,43.475,43.475,0.0,0.0,0.0,0.0,0.0,0.0,50.925,50.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.29,46.29,51.845,51.845,1.0,1.0,32.0,32.0,8.0,8.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,1
lakban deli biru 45 mm x 65 yard,3.5,0.0,3,3.5,3.5,8.511123057139635,8.517393171418904,0.0,0.0,43.72,43.61,0.0,0.0,0.0,0.0,0.0,0.0,65.20333333333333,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.27,46.75,65.05,65.0,1.0,1.0,32.0,32.0,8.0,8.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,1
lakban deli biru 45 mm x 75 yard,4.0,0.0,2,4.0,4.0,9.096602815186905,9.096602815186905,0.0,0.0,43.42,43.42,0.0,0.0,0.0,0.0,0.0,0.0,75.745,75.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.58,45.58,76.495,76.495,1.0,1.0,32.0,32.0,8.0,8.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,1
lakban deli biru 45 mm x 85 yard,3.75,0.28867513459481287,4,3.5,4.0,9.024641388791716,9.022361604794156,0.0,0.0,43.504999999999995,43.56,0.0,0.0,0.0,0.0,0.0,0.0,81.8375,81.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.2325,45.0,86.1425,85.0,1.0,1.0,32.0,32.0,8.0,8.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,0
lakban deli biru 45 mm x 90 yard,3.125,0.6943650748294137,8,2.5,4.0,9.147697450040283,9.130919100121233,0.0,0.0,47.03375,47.655,0.0,0.0,0.0,0.0,0.0,0.0,90.09,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.3125,45.0,89.83125,90.0,1.0,1.0,32.0,32.0,8.0,8.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,0
lakban deli biru 45 mmx90 yard,4.0,0.0,1,4.0,4.0,9.096854,9.096854,0.0,0.0,44.93,44.93,0.0,0.0,0.0,0.0,0.0,0.0,86.12,86.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.03,48.03,89.75,89.75,1.0,1.0,30.0,30.0,6.0,6.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,1
lakban deli biru 48 mm x 100 yard,3.0,0.0,1,3.0,3.0,9.200391041122517,9.200391041122517,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,100.0,100.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,1
lakban deli biru 48 mm x 65 yard,3.5,0.0,1,3.5,3.5,8.867990898182093,8.867990898182093,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,65.0,65.0,1.0,1.0,32.0,32.0,8.0,8.0,Perekat,lakban,deli,biru,lainnya,lainnya,lakban,1
lakban deli coklat 45 mm x 120 yard,3.0,0.0,1,3.0,3.0,9.546884034617923,9.546884034617923,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,120.0,120.0,1.0,1.0,35.0,35.0,8.0,8.0,Perekat,lakban,deli,coklat,lainnya,lainnya,lakban,1
lakban deli coklat 45 mm x 75 yard,4.0,0.0,5,4.0,4.0,9.035692853691007,9.027416,0.0,0.0,45.501999999999995,45.0,0.0,0.0,0.0,0.0,0.0,0.0,74.274,73.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.260000000000005,45.32,72.306,72.88,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,coklat,lainnya,lainnya,lakban,0
lakban deli coklat 45 mm x 80 yard,3.0,0.0,1,3.0,3.0,8.881975184248867,8.881975184248867,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,80.0,80.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,coklat,lainnya,lainnya,lakban,1
lakban deli coklat 48 mm x 70 yard,3.5,0.0,2,3.5,3.5,8.917982702598733,8.917982702598733,0.0,0.0,47.260000000000005,47.260000000000005,0.0,0.0,0.0,0.0,0.0,0.0,71.69,71.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.175,49.175,68.755,68.755,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,coklat,lainnya,lainnya,lakban,1
lakban deli merah 45 mm x 120 yard,3.5,0.0,2,3.5,3.5,9.472475960045282,9.472475960045282,0.0,0.0,46.745000000000005,46.745000000000005,0.0,0.0,0.0,0.0,0.0,0.0,122.57,122.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.945,44.945,118.6,118.6,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,merah,lainnya,lainnya,lakban,1
lakban deli merah 45 mm x 65 yard,2.75,0.3535533905932738,2,2.5,3.0,8.88043001787084,8.88043001787084,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,65.0,65.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,merah,lainnya,lainnya,lakban,1
lakban deli merah 45 mm x 75 yard,4.0,0.0,2,4.0,4.0,8.868137137488599,8.868137137488599,0.0,0.0,46.685,46.685,0.0,0.0,0.0,0.0,0.0,0.0,77.405,77.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.625,44.625,77.905,77.905,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,merah,lainnya,lainnya,lakban,1
lakban deli merah 45 mm x 90 yard,3.5,0.0,2,3.5,3.5,9.14081680377127,9.14081680377127,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,90.0,90.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,merah,lainnya,lainnya,lakban,1
lakban deli merah 48 mm x 120 yard,3.0,0.0,1,3.0,3.0,9.546884034617923,9.546884034617923,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,120.0,120.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,merah,lainnya,lainnya,lakban,1
lakban deli merah 48 mm x 50 yard,3.5,0.0,3,3.5,3.5,8.558452064591025,8.556606193773073,0.0,0.0,49.21333333333333,48.28,0.0,0.0,0.0,0.0,0.0,0.0,49.69333333333333,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03333333333333,50.53,50.74,50.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,merah,lainnya,lainnya,lakban,1
lakban deli merah 48 mm x 80 yard,3.0,0.0,1,3.0,3.0,9.210440366976515,9.210440366976515,0.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,48.0,80.0,80.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,merah,lainnya,lainnya,lakban,1
lakban deli putih 45 mm x 100 yard,3.75,0.28867513459481287,4,3.5,4.0,9.180048420196325,9.169122667603375,0.0,0.0,45.405,45.0,0.0,0.0,0.0,0.0,0.0,0.0,96.7125,97.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.4775,45.03,100.0825,100.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,putih,lainnya,lainnya,lakban,0
lakban deli putih 45 mm x 120 yard,4.333333333333333,0.25819888974716115,6,4.0,4.5,9.403349062805,9.434508460045283,0.0,0.0,43.63666666666666,44.165,0.0,0.0,0.0,0.0,0.0,0.0,123.35333333333334,121.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.245000000000005,44.504999999999995,119.3,120.0,1.0,1.0,34.0,34.0,8.0,8.0,Perekat,lakban,deli,putih,lainnya,lainnya,lakban,0
lakban deli putih 45 mm x 50 yard,3.5,0.0,2,3.5,3.5,8.64824008643773,8.64824008643773,0.0,0.0,42.8,42.8,0.0,0.0,0.0,0.0,0.0,0.0,48.575,48.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.31,44.31,50.114999999999995,50.114999999999995,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,putih,lainnya,lainnya,lakban,1
lakban deli putih 45 mm x 65 yard,3.0,0.0,1,3.0,3.0,9.012011377036412,9.012011377036412,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,65.0,65.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,putih,lainnya,lainnya,lakban,1
lakban deli putih 45 mm x 70 yard,4.0,0.0,2,4.0,4.0,8.867107302028042,8.867107302028042,0.0,0.0,43.364999999999995,43.364999999999995,0.0,0.0,0.0,0.0,0.0,0.0,71.195,71.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.69,45.69,71.785,71.785,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,putih,lainnya,lainnya,lakban,1
lakban deli putih 45 mm x 75 yard,3.5,0.0,2,3.5,3.5,9.078755788288678,9.078755788288678,0.0,0.0,44.59,44.59,0.0,0.0,0.0,0.0,0.0,0.0,74.94,74.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.55,46.55,75.64,75.64,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,putih,lainnya,lainnya,lakban,1
lakban deli putih 45 mm x 90 yard,3.0,0.0,1,3.0,3.0,8.962007209588313,8.962007209588313,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,90.0,90.0,1.0,1.0,33.0,33.0,8.0,8.0,Perekat,lakban,deli,putih,lainnya,lainnya,lakban,1
lakban deli putih 45 mmx100 yard,3.5,0.0,2,3.5,3.5,9.1818595,9.1818595,0.0,0.0,41.91,41.91,0.0,0.0,0.0,0.0,0.0,0.0,104.16,104.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.345,44.345,96.4,96.4,1.0,1.0,32.0,32.0,6.0,6.0,Perekat,lakban,deli,putih,lainnya,lainnya,lakban,1
