Kategori Produk,Review,Family_Template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,Nama_Produk_Normalized,Split_Grouped
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.61587214452889,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.467264,0,0.0,81.46,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,sticker thermal 80 mm x 80 mm 500 lembar,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.19135563385109,0,2.2,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap upack bening 2.2kg 125 cm x 25 meter,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.648659816955297,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 45 cm x 60 cm,train
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.527307,0,0.0,0.0,0.0,42.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 40 cm x 60 cm,train
Perekat,2.0,lakban,lakban,non brand,bening,lainnya,lainnya,8.936734,1,0.0,44.42,0.0,0.0,0.0,75.24,0.0,0.0,0.0,0.0,0.0,0.0,45.89,72.58,0,0,0,0,1,39,9,lakban non brand bening 48 mm x 75 yard,train
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.683539,0,0.0,0.0,0.0,30.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.736149,0,0.0,3.27,0.0,117.53,267.62,0.0,0.0,0.0,0.0,0.0,128.9,253.12,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train
Perekat,3.5,lakban,lakban,joyko,putih,lainnya,lainnya,8.81001204797317,0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,34,8,lakban joyko putih 45 mm x 65 yard,test
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,non brand,hitam,lainnya,lainnya,10.87806606028079,1,2.4,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,50,11,bubble wrap non brand hitam 2.4kg 30 cm x 25 meter,validation
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.131389,0,2.446,0.0,0.0,122.14,24.66,0.0,0.0,0.0,0.0,0.0,129.39,23.69,0.0,0.0,0,0,0,0,1,46,10,bubble wrap gmp bening 2.4kg 125 cm x 25 meter,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,11.52288569676448,0,3.0,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0,0,0,0,1,49,10,bubble wrap global bening 3.0kg 30 cm x 100 meter,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.66121,0,0.0,0.0,0.0,69.59,0.0,0.0,62.81,37.57,27.96,11.09711,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 65 cm x 35 cm x 30 cm bflute,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.481812442022768,0,0.0,2.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train
Alat Pengemasan,3.5,tools,staples,joyko,lainnya,lainnya,lainnya,9.585016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,4,isi staples kecil joyko,train
Perekat,3.5,lakban,lakban,sanpack,merah,lainnya,lainnya,8.906897,0,0.0,48.9,0.0,0.0,0.0,47.54,0.0,0.0,0.0,0.0,0.0,0.0,45.12,48.65,0,0,0,0,1,34,6,lakban sanpack merah 45 mmx50 yard,train
Perekat,2.0,lakban,lakban,non brand,bening,lainnya,lainnya,8.886082,1,0.0,46.13,0.0,0.0,0.0,78.24,0.0,0.0,0.0,0.0,0.0,0.0,47.15,71.95,0,0,0,0,1,39,9,lakban non brand bening 48 mm x 75 yard,train
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.383192,0,0.0,0.0,0.0,23.63,92.7,0.0,0.0,0.0,0.0,0.0,25.35,106.83,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 25 cm x 100 meter,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.292095,0,0.0,0.0,0.0,29.54,188.89,0.0,0.0,0.0,0.0,0.0,29.09,193.29,0.0,0.0,0,0,0,0,1,30,5,wrapping hitam 30 cmx200 meter,train
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.839421607620602,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.470176,0,3.019,0.0,0.0,117.19,51.12,0.0,0.0,0.0,0.0,0.0,131.5,53.62,0.0,0.0,0,0,0,0,1,46,10,bubble wrap gmp bening 3.0kg 125 cm x 50 meter,train
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.035036,0,3.188,0.0,0.0,28.81,25.7,0.0,0.0,0.0,0.0,0.0,31.34,25.32,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,train
Alat Pengemasan,3.0,tools,cutter,lainnya,lainnya,lainnya,lainnya,9.505387,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27,4,cutter besar alligator l500,train
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.90412,0,0.0,4.0,0.0,130.37,244.42,0.0,0.0,0.0,0.0,0.0,130.83,235.07,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train
Peralatan Industri,2.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.760237,0,0.0,0.0,0.0,28.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.071218539969863,0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,30.0,9.0,9.1248914101437,0.0,0.0,0.0,0.0,0,1,0,0,2,42,11,kardus packing 34 cm x 30 cm x 9 cm cflute,train
Peralatan Industri,2.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.783898,0,0.0,0.0,0.0,30.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.975854724662028,0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 50 cm x 100 meter,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.428845,0,0.0,0.0,0.0,31.62,251.75,0.0,0.0,0.0,0.0,0.0,32.14,253.16,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 30 cm x 250 meter,train
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.476579508530941,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 45 cm x 50 cm,validation
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,smilepack,bening,lainnya,lainnya,11.501176,0,2.865,0.0,0.0,29.85,99.99,0.0,0.0,0.0,0.0,0.0,32.12,101.24,0.0,0.0,0,0,0,0,1,52,10,bubble wrap smilepack bening 3.0kg 30 cm x 100 meter,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.612685172875459,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.807253,0,0.0,0.0,0.0,23.64,107.85,0.0,0.0,0.0,0.0,0.0,24.77,92.2,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 25 cm x 100 meter,train
Peralatan Industri,3.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.999742789830492,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 45 cm x 50 cm,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.433563920090563,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train
Pengikat,3.5,tali_rafia,lainnya,lainnya,biru,lainnya,lainnya,13.591117476312084,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia biru 50kg,test
Perekat,3.5,lakban,lakban,yatta,coklat,lainnya,lainnya,8.699681400989514,0,0.0,45.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,1,35,8,lakban yatta coklat 45 mm x 50 yard,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.505094936455558,0,0.0,0.0,0.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 50 cm x 150 meter,validation
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.146175,0,0.0,0.0,0.0,45.11,0.0,0.0,46.05,25.49,14.71,9.756599,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 45 cm x 25 cm x 15 cm bflute,train
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.001354,0,2.264,0.0,0.0,123.84,25.08,0.0,0.0,0.0,0.0,0.0,116.17,26.88,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack hitam 2.2kg 125 cm x 25 meter,train
Alat Pengemasan,4.0,tools,staples,deli,lainnya,lainnya,lainnya,9.539817,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,isi staples kecil deli,train
Pelindung Kemasan,5.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,10.972936,0,3.123,0.0,0.0,31.79,25.81,0.0,0.0,0.0,0.0,0.0,30.47,25.51,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 3.0kg 30 cm x 25 meter,train
Pengikat,2.5,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,13.529434,0,51.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 50kg,train
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.66158,0,0.0,0.0,0.0,28.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,22,5,plastik hd 30 cmx40 cm,train
Perekat,4.0,lakban,lakban,sanpack,merah,lainnya,lainnya,9.054784,0,0.0,45.09,0.0,0.0,0.0,87.65,0.0,0.0,0.0,0.0,0.0,0.0,48.37,82.13,0,0,0,0,1,36,8,lakban sanpack merah 45 mm x 85 yard,train
Kemasan Fleksibel,2.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.239995502805316,0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 200 meter,test
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.367516,0,0.0,0.0,0.0,65.43,0.0,0.0,68.9,35.57,32.08,11.272404,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 65 cm x 35 cm x 30 cm kraft,train
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.477316144080852,0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 30 cm x 250 meter,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.389026137075234,0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 175 meter,train
Peralatan Industri,2.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.335482,0,0.0,0.0,0.0,46.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 50 cm x 75 cm,train
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.765079,0,0.0,0.0,0.0,52.94,0.0,0.0,50.46,37.73,24.78,10.761695,0.0,0.0,0.0,0.0,1,0,0,0,2,39,7,kardus packing 50 cmx35 cmx25 cm bflute,train
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.071193240566023,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 45 cm x 50 cm,validation
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,11.576228,0,2.857,0.0,0.0,126.37,50.69,0.0,0.0,0.0,0.0,0.0,118.34,50.42,0.0,0.0,0,0,0,0,1,45,10,bubble wrap gmp hitam 3.0kg 125 cm x 50 meter,train
Perekat,2.0,lakban,lakban,non brand,putih,lainnya,lainnya,8.917256,1,0.0,47.26,0.0,0.0,0.0,76.3,0.0,0.0,0.0,0.0,0.0,0.0,50.04,77.14,0,0,0,0,1,38,9,lakban non brand putih 48 mm x 80 yard,train
Alat Pengemasan,3.5,tools,cutter,deli,lainnya,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,cutter besar deli l150,train
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.788679,0,0.0,0.0,0.0,52.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train
Kemasan Pengiriman,4.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.38265,0,0.0,0.0,0.0,34.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 35 cm x 50 cm,train
Perekat,2.0,lakban,lakban,non brand,bening,lainnya,lainnya,8.941086,1,0.0,49.26,0.0,0.0,0.0,78.45,0.0,0.0,0.0,0.0,0.0,0.0,46.66,77.77,0,0,0,0,1,39,9,lakban non brand bening 48 mm x 75 yard,train
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.148571345578551,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train
Perekat,4.0,double_tape,pe foam,deli,lainnya,foam,lainnya,9.952325334619427,0,0.0,36.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,37,9,double tape foam deli 36 mm x 3 meter,train
Peralatan Industri,4.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,7.524689,0,0.0,0.0,0.0,25.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 25 cm x 40 cm,train
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.173989,0,0.0,1.04,0.0,124.31,269.9,0.0,0.0,0.0,0.0,0.0,123.99,242.77,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.132465,0,2.225,0.0,0.0,28.38,25.1,0.0,0.0,0.0,0.0,0.0,30.17,25.35,0.0,0.0,0,0,0,0,1,46,9,bubble wrap upack bening 2.4kg 30cm x 25 meter,train
Peralatan Industri,4.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,6.90875477931522,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 20 cm x 35 cm,test
Kemasan Pengiriman,4.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.510519035757246,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 40 cm x 55 cm,train
Perekat,4.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.117482,0,0.0,45.5,0.0,0.0,0.0,72.48,0.0,0.0,0.0,0.0,0.0,0.0,46.6,70.52,0,0,0,0,1,33,8,lakban yatta biru 48 mm x 75 yard,train
Perlengkapan Rumah,1.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,9.011488,0,0.0,0.0,0.0,14.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train
Alat Pengemasan,4.5,tools,cutter,joyko,lainnya,lainnya,lainnya,9.078815,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27,5,isi cutter besar joyko l150,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.346531,0,2.514,0.0,0.0,32.02,105.85,0.0,0.0,0.0,0.0,0.0,29.56,95.1,0.0,0.0,0,0,0,0,1,48,10,bubble wrap upack bening 2.7kg 30 cm x 100 meter,train
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.336032,0,0.0,0.0,0.0,31.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,9.868625,0,0.0,109.92,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,42,9,sticker thermal 100 mm x 100 mm 300 lembar,train
Perekat,3.5,lakban,lakban,joyko,merah,lainnya,lainnya,8.923805,0,0.0,41.33,0.0,0.0,0.0,69.54,0.0,0.0,0.0,0.0,0.0,0.0,46.76,65.55,0,0,0,0,1,34,8,lakban joyko merah 45 mm x 70 yard,train
Kardus Kemasan,5.0,kardus,kardus,lainnya,lainnya,cflute,lainnya,7.982042,0,0.0,0.0,0.0,53.03,0.0,0.0,48.42,32.28,23.74,10.521549,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 50 cm x 35 cm x 25 cm cflute,train
Material Busa,3.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.896205,0,0.0,3.15,0.0,132.48,266.12,0.0,0.0,0.0,0.0,0.0,121.46,241.29,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train
Perekat,3.5,lakban,lakban,deli,putih,lainnya,lainnya,9.116139576577355,0,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0,0,0,0,1,33,8,lakban deli putih 45 mm x 75 yard,train
Material Busa,3.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.03518,0,0.0,4.23,0.0,124.04,259.07,0.0,0.0,0.0,0.0,0.0,128.55,237.82,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train
Perlengkapan Rumah,2.0,trash_bag,plastik,lainnya,hitam,lainnya,lainnya,8.491013,0,0.0,0.0,0.0,14.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek hitam 15 cm x 35 cm,train
Alat Pengemasan,3.5,tools,cutter,joyko,lainnya,lainnya,lainnya,9.975854724662028,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,17,3,tape cutter joyko,validation
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.251488,0,2.116,0.0,0.0,122.07,46.61,0.0,0.0,0.0,0.0,0.0,132.53,52.37,0.0,0.0,0,0,0,0,1,48,10,bubble wrap upack bening 2.2kg 125 cm x 50 meter,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,11.050905878263569,0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 50 cm x 250 meter,train
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.465881,0,0.0,0.0,0.0,23.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 25 cm x 35 cm,train
Perlengkapan Rumah,3.0,trash_bag,plastik,lainnya,putih,lainnya,lainnya,8.290309,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek putih 15 cm x 35 cm,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.047641986378483,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train
Perekat,3.5,lakban,lakban,yatta,merah,lainnya,lainnya,9.15915233520675,0,0.0,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,1,34,8,lakban yatta merah 45 mm x 90 yard,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.413388,0,0.0,2.08,0.0,130.68,260.84,0.0,0.0,0.0,0.0,0.0,131.87,233.67,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.180275,0,0.0,92.92,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.741027444837728,0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 10 cm x 200 meter,train
Perekat,3.0,lakban,lakban,hiro,biru,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,1,33,8,lakban hiro biru 45 mm x 120 yard,validation
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.210192,0,2.538,0.0,0.0,129.86,25.1,0.0,0.0,0.0,0.0,0.0,128.92,23.03,0.0,0.0,0,0,0,0,1,45,8,bubble wrap upack hitam 2.7kg 125 cmx25 meter,train
Perekat,4.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.202116,0,0.0,45.4,0.0,0.0,0.0,85.75,0.0,0.0,0.0,0.0,0.0,0.0,47.55,94.72,0,0,0,0,1,41,9,lakban fragile biru yatta 45 mm x 90 yard,train
Perekat,3.0,lakban,lakban,deli,putih,lainnya,lainnya,9.012011377036412,0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,33,8,lakban deli putih 45 mm x 65 yard,test
Alat Pengemasan,3.0,tools,cutter,lainnya,lainnya,lainnya,lainnya,9.433563920090563,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27,4,cutter besar alligator l500,train
Perekat,4.5,lakban,lakban,deli,putih,lainnya,lainnya,9.435453,0,0.0,44.94,0.0,0.0,0.0,129.09,0.0,0.0,0.0,0.0,0.0,0.0,42.17,110.59,0,0,0,0,1,34,8,lakban deli putih 45 mm x 120 yard,train
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.498467,0,0.0,0.0,0.0,47.9,147.48,0.0,0.0,0.0,0.0,0.0,53.48,142.94,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 50 cm x 150 meter,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.798404,0,0.0,0.0,0.0,26.61,97.08,0.0,0.0,0.0,0.0,0.0,23.4,99.17,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 25 cm x 100 meter,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.66897865021924,0,0.0,0.0,0.0,30.0,270.0,0.0,0.0,0.0,0.0,0.0,30.0,270.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 270 meter,train
