Kategori Produk,Review,Family_Template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,Nama_Produk_Normalized,Split_Grouped
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.901377353792616,0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,19.0,9.0,8.668196064952765,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 19 cm x 9 cm bflute,train
Perekat,3.5,double_tape,pe foam,yatta,lainnya,foam,lainnya,9.87822102528824,0,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,38,9,double tape foam yatta 24 mm x 3 meter,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,7.8636512654486515,0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,28.0,27.0,10.755197095695795,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 62 cm x 28 cm x 27 cm cflute,train
Peralatan Industri,4.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,7.244941546337007,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,10.12667110305036,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train
Perekat,3.5,lakban,lakban,sanpack,merah,lainnya,lainnya,8.748463629942055,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,36,8,lakban sanpack merah 48 mm x 50 yard,train
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,10.184937747111393,0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,25,7,plastik hd 80 cm x 120 cm,validation
Perekat,3.5,lakban,lakban,smilepack,merah,lainnya,lainnya,8.497194544909547,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,38,8,lakban smilepack merah 48 mm x 50 yard,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.156264806643742,0,2.7,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap global hitam 2.7kg 30 cm x 25 meter,train
Alat Pengemasan,3.5,tools,lakban,joyko,lainnya,lainnya,lainnya,9.87822102528824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,3,dispenser lakban joyko,test
Perekat,3.5,lakban,lakban,joyko,coklat,lainnya,lainnya,8.517393171418904,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,35,8,lakban joyko coklat 48 mm x 50 yard,train
Perekat,3.5,lakban,lakban,sanpack,biru,lainnya,lainnya,9.105090961257083,0,0.0,48.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,0,0,0,0,1,36,8,lakban sanpack biru 48 mm x 100 yard,train
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.747229096720554,0,0.0,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,41,9,sticker thermal 60 mm x 40 mm 1000 lembar,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.357774570341576,0,0.0,100.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 150 mm x 500 lembar,train
Perlengkapan Pengemasan,3.0,karung,plastik,lainnya,lainnya,lainnya,lainnya,10.62135173563291,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,35,8,karung plastik jumbo 90 cm x 120 cm,validation
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,11.251573687764475,0,3.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global bening 3.0kg 30 cm x 25 meter,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.466891997618188,0,2.7,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap upack bening 2.7kg 125 cm x 25 meter,train
Perekat,3.5,lakban,lakban,deli,putih,lainnya,lainnya,8.936035096566041,0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,41,9,lakban fragile putih deli 45 mm x 65 yard,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.952325334619427,0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 25 cm x 100 meter,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.62135173563291,0,0.0,0.0,0.0,30.0,300.0,0.0,0.0,0.0,0.0,0.0,30.0,300.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 30 cm x 300 meter,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.350418300109132,0,2.7,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap upack bening 2.7kg 125 cm x 25 meter,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.74006900564972,0,25.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 125 cm x 25kg,test
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.373522431293592,0,0.0,100.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,42,9,sticker thermal 100 mm x 150 mm 500 lembar,train
Peralatan Industri,3.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.770013301136158,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,25,7,plastik pe 60 cm x 100 cm,validation
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.975854724662028,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,25,7,plastik pe 60 cm x 100 cm,validation
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.097425172408933,0,2.2,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap global hitam 2.2kg 60 cm x 25 meter,validation
Alat Pengemasan,2.5,tools,cutter,joyko,lainnya,lainnya,lainnya,9.210440366976515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27,5,isi cutter besar joyko l500,validation
Material Busa,3.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.762830066509972,0,0.0,3.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train
Pengikat,3.5,tali_rafia,lainnya,lainnya,kuning,lainnya,lainnya,13.47302165746721,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia kuning 50kg,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,7.972810784121404,0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,20.0,21.0,9.298442820197728,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 26 cm x 20 cm x 21 cm cflute,test
Perekat,4.0,double_tape,pe foam,yatta,lainnya,foam,lainnya,9.61587214452889,0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,38,9,double tape foam yatta 12 mm x 3 meter,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.711176264112805,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train
Alat Pengemasan,2.5,tools,cutter,deli,lainnya,lainnya,lainnya,9.952325334619427,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,16,3,tape cutter deli,test
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,7.00397413672268,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train
Perekat,4.0,lakban,lakban,sanpack,coklat,lainnya,lainnya,9.19023970026918,0,0.0,45.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,1,38,8,lakban sanpack coklat 45 mm x 100 yard,train
Peralatan Industri,2.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.024131268455037,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 25 cm x 40 cm,train
Kardus Kemasan,2.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.38958706681109,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,25.0,20.0,9.61587214452889,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 25 cm x 20 cm bflute,test
Perekat,4.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.210440366976515,0,0.0,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,1,41,9,lakban fragile biru yatta 45 mm x 90 yard,train
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.259225769705994,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 40 cm x 60 cm,train
Pengikat,4.0,tali_rafia,lainnya,lainnya,biru,lainnya,lainnya,9.105090961257083,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia biru 1/2kg,train
Perekat,4.0,lakban,lakban,yatta,bening,lainnya,lainnya,9.12706745278236,0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,1,35,8,lakban yatta bening 45 mm x 70 yard,test
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.35018926709258,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.696667081526462,0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,25.0,15.0,9.733647773244227,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 45 cm x 25 cm x 15 cm kraft,train
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.38958706681109,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 40 cm x 60 cm,validation
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.4193305681139,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train
Perekat,4.0,lakban,lakban,deli,merah,lainnya,lainnya,8.853808274977197,0,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0,0,0,0,1,33,8,lakban deli merah 45 mm x 75 yard,train
Peralatan Industri,3.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.962007209588313,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 45 cm x 50 cm,validation
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.433563920090563,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 45 cm x 60 cm,train
Alat Pengemasan,3.5,tools,staples,joyko,lainnya,lainnya,lainnya,9.581972891547895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,4,isi staples kecil joyko,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 35 cm x 50 cm,validation
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,biru,lainnya,lainnya,9.61587214452889,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,plastik polymailer biru 40 cm x 55 cm,test
Perekat,3.5,lakban,lakban,sanpack,coklat,lainnya,lainnya,8.716207971151853,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,37,8,lakban sanpack coklat 48 mm x 50 yard,train
Perekat,4.0,double_tape,pe foam,deli,lainnya,foam,lainnya,9.711176264112805,0,0.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,37,9,double tape foam deli 24 mm x 3 meter,train
Peralatan Industri,3.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,6.90875477931522,0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 20 cm x 35 cm,test
Perekat,3.0,lakban,lakban,hiro,bening,lainnya,lainnya,8.999742789830492,0,0.0,48.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,70.0,0,0,0,0,1,34,8,lakban hiro bening 48 mm x 70 yard,train
Perlengkapan Rumah,2.5,trash_bag,plastik,lainnya,lainnya,pe,lainnya,10.584081267024454,0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,9,plastik sampah jumbo pe 100 cm x 150 cm,validation
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.920249641259614,0,0.0,4.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.188966863648876,0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,28.0,27.0,10.755197095695795,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 62 cm x 28 cm x 27 cm bflute,test
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.584081267024454,0,0.0,0.0,0.0,30.0,270.0,0.0,0.0,0.0,0.0,0.0,30.0,270.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 270 meter,train
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.305741456739437,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train
Perekat,3.5,lakban,lakban,smilepack,merah,lainnya,lainnya,8.922791623969637,0,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,38,8,lakban smilepack merah 45 mm x 85 yard,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.357774570341576,0,0.0,0.0,0.0,25.0,300.0,0.0,0.0,0.0,0.0,0.0,25.0,300.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 25 cm x 300 meter,test
Peralatan Industri,4.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.160803920954665,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 25 cm x 40 cm,train
Pengikat,3.0,tali_rafia,lainnya,lainnya,biru,lainnya,lainnya,9.39274525863144,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia biru 1/2kg,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.829748417047592,0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 50 cm x 250 meter,validation
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.933623668263472,0,0.0,4.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,7.696667081526462,0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,8.987321812850125,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 20 cm x 20 cm x 20 cm kraft,train
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.798182590890704,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.39274525863144,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.433563920090563,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 40 cm x 55 cm,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,smilepack,hitam,lainnya,lainnya,11.010415172807951,0,2.2,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,51,10,bubble wrap smilepack hitam 2.2kg 125 cm x 25 meter,train
Perekat,3.5,lakban,lakban,deli,biru,lainnya,lainnya,9.148571345578551,0,0.0,48.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,80.0,0,0,0,0,1,41,9,lakban unboxing biru deli 48 mm x 80 yard,train
Perekat,4.0,lakban,lakban,joyko,biru,lainnya,lainnya,9.305741456739437,0,0.0,45.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,1,43,9,lakban unboxing biru joyko 45 mm x 100 yard,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.047641986378483,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.565497305532237,0,0.0,2.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 2 mm,train
Perekat,3.5,lakban,lakban,deli,coklat,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,43,9,lakban unboxing coklat deli 45 mm x 85 yard,train
Perekat,3.5,lakban,lakban,hiro,coklat,lainnya,lainnya,9.39274525863144,0,0.0,45.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,1,35,8,lakban hiro coklat 45 mm x 120 yard,train
Pengikat,3.5,tali_rafia,lainnya,lainnya,kuning,lainnya,lainnya,9.105090961257083,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,4,tali rafia kuning 1/2kg,validation
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.952325334619427,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train
Perekat,3.5,double_tape,pe foam,yatta,lainnya,foam,lainnya,10.725489582719506,0,0.0,48.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,39,9,double tape foam yatta 48 mm x 15 meter,train
Perekat,4.0,lakban,lakban,deli,biru,lainnya,lainnya,9.05963375455148,0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,41,9,lakban unboxing biru deli 45 mm x 65 yard,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.66897865021924,0,0.0,0.0,0.0,30.0,270.0,0.0,0.0,0.0,0.0,0.0,30.0,270.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 270 meter,train
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.510519035757246,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 45 cm x 60 cm,train
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.680406499268877,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 45 cm x 60 cm,test
Perekat,4.5,double_tape,pe foam,yatta,lainnya,foam,lainnya,10.53212287826962,0,0.0,24.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,39,9,double tape foam yatta 24 mm x 15 meter,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,11.245059091624617,0,2.4,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,49,10,bubble wrap global bening 2.4kg 125 cm x 25 meter,train
Perekat,3.5,lakban,lakban,deli,coklat,lainnya,lainnya,8.909370405197466,0,0.0,48.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,70.0,0,0,0,0,1,34,8,lakban deli coklat 48 mm x 70 yard,train
Perekat,4.0,lakban,lakban,yatta,bening,lainnya,lainnya,8.79497643168877,0,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0,0,0,0,1,35,8,lakban yatta bening 45 mm x 75 yard,train
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.630700432209832,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 35 cm x 55 cm,validation
Perekat,3.5,double_tape,pe foam,deli,lainnya,foam,lainnya,9.852246888342531,0,0.0,12.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,37,9,double tape foam deli 12 mm x 5 meter,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,11.56647571052632,0,3.0,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack hitam 3.0kg 60 cm x 100 meter,train
Kardus Kemasan,4.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.696667081526462,0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,35.0,25.0,10.686269748667398,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 50 cm x 35 cm x 25 cm bflute,train
Perekat,3.5,lakban,lakban,non brand,coklat,lainnya,lainnya,8.594339400592892,1,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,39,9,lakban non brand coklat 45 mm x 65 yard,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.366602832783736,0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,25.0,15.0,9.733647773244227,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 45 cm x 25 cm x 15 cm kraft,train
Perekat,3.0,lakban,lakban,deli,bening,lainnya,lainnya,8.987321812850125,0,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0,0,0,0,1,42,9,lakban fragile bening deli 45 mm x 75 yard,validation
